Name,Condition,RecP,Total Count,Recommendations,Acrive Ingredients,Uses,
Aquaphor,Incontinence-Related Skin Protectants,13%,783559,101862.67,Petrolatum 41%, Skin protectant ointment,"['temporarily protects minor:\r\n\t\t\n\r\n\t\t\t\tcuts\n\r\n\t\t\t\tscrapes\n\r\n\t\t\t\tburns', 'cuts', 'scrapes', 'burns', 'temporarily protects and helps relieve chapped or cracked skin and lips', 'helps protect from the drying effects of wind and cold weather']"
Aquaphor,Incontinence-Related Skin Protectants,13%,783559,101862.67,Petrolatum 41%, Skin Protectant Ointment/Treatment or Prevention of Diaper Rash,"['temporarily protects minor:\r\n\t\t\n\r\n\t\t\t\tcuts\n\r\n\t\t\t\tscrapes\n\r\n\t\t\t\tburns', 'cuts', 'scrapes', 'burns', 'temporarily protects and helps relieve chapped or cracked skin and lips', 'helps protect from the drying effects of wind and cold weather', 'helps treat and prevent diaper rash', 'protects chafed skin associated with diaper rash and helps protect from wetness']"
Balmex,Incontinence-Related Skin Protectants,4 %,783559,31342.36,Petrolatum 51.1%, skin protectant,"['temporarily protects minor\r\n\t\t\n\r\n\t\t\t\tcuts\n\r\n\t\t\t\tscraps\n\r\n\t\t\t\tburns', 'cuts', 'scraps', 'burns', 'temporarily protects and helps relieve chapped or cracked skin\xc2\xa0', 'helps treat and prevent diaper rash. Protects chafed skin or minor skin irritation due to diaper rash and helps seal out wetness.']"
Balmex,Incontinence-Related Skin Protectants,4 %,783559,31342.36,Zinc oxide 11.3%, skin protectant,"['helps treat and prevent diaper rash', 'protects chafed skin due to diaper rash and helps seal out wetness']"
Balmex,Incontinence-Related Skin Protectants,4 %,783559,31342.36,Zinc oxide 11.3%, skin protectant,"['helps relieve and prevent rashes and irritation due to wetness from incontinence', 'protects chafed skin due to irritation and helps seal out wetness']"
Desitin,Incontinence-Related Skin Protectants,20%,783559,156711.8,Zinc Oxide 13%, skin protectant,"['helps treat and prevent diaper rash', 'protects chafed skin due to diaper rash and helps seal out wetness']"
Desitin,Incontinence-Related Skin Protectants,20%,783559,156711.8,Petrolatum 70.3%, skin protectant,"['helps treat and prevent diaper rash', 'protects chafed skin due to diaper rash and helps seal out wetness', 'temporarily protects and helps relieve chapped, or cracked skin', 'helps prevent and protect from the drying effects of wind and cold weather', 'temporarily protects minor:\r\n\t\t\n\r\n\t\t\t\tcuts\n\r\n\t\t\t\tscrapes\n\r\n\t\t\t\tburns', 'cuts', 'scrapes', 'burns']"
Desitin,Incontinence-Related Skin Protectants,20%,783559,156711.8,Colloidal Oatmeal 43%, skin protectant,
Desitin,Incontinence-Related Skin Protectants,20%,783559,156711.8,Zinc Oxide 40%, skin protectant,"['Helps treat and prevent diaper rash', 'Protects chafed skin due to diaper rash', 'Helps seal out wetness']"
Gold Bond,Foot Care Products,22%,572680,125989.6,Menthol (to deliver 1% concentration), anti-itch,"['Provides maximum strength itch relief', 'Absorbs excess moisture', 'Helps control foot odor and odor-causing bacteria', 'Cools and soothes irritated skin']"
Gold Bond,Foot Care Products,22%,572680,125989.6,"Dimethicone 3%
White petrolatum 30%","['helps relieve, prevent and temporarily protect chafed, chapped, cracked or windburned skin\xc2\xa0', 'temporarily protects minor burns, cuts, and scrapes', 'helps protect from the drying effects of wind and cold weather']",
Gold Bond,Foot Care Products,22%,572680,125989.6,Menthol 16%, Topical analgesic,"['arthritis\xc2\xa0', 'muscle aches', 'strains', 'sprains', 'muscle and joint pain']"
Gold Bond,Foot Care Products,22%,572680,125989.6,Menthol 16%, topical analgesic,"['arthritis\xc2\xa0', 'muscle aches', 'strains', 'sprains', 'muscle and joint pain']"
Kerasal,Foot Care Products,5 %,572680,28634,"Natural Menthol, USP (8.5%); topical analgesic","['Minor arthritis pain', 'Muscle sprains', 'Bruises', 'Simple backaches', 'Muscle strains', 'Cramps']",
Kerasal,Foot Care Products,5 %,572680,28634,"Natural Menthol, USP (8.5%); topical analgesic","['arthritis\xc2\xa0', 'muscle aches\xc2\xa0', 'muscle strains\xc2\xa0', 'muscle sprains\xc2\xa0', 'joint pain']",
Kerasal,Foot Care Products,5 %,572680,28634,Clotrimazole 1%, Antifungal,"['cures most athlete\xe2\x80\x99s foot, jock itch and ringworm', 'relieves itching, burning, cracking, scaling and discomfort which accompany these conditions']"
Kerasal,Foot Care Products,5 %,572680,28634,"Capsaicin (0.075%); Topical Analgesic
Camphor (5.65%); Topical Analgesic",,
Lotrimin,Jock Itch/Antifungal Products,47%,946812,445001.64,Miconazole nitrate 2%, antifungal,"[""proven clinically effective in the treatment of most athlete's foot (tinea pedis), jock itch (tinea cruris) and ringworm (tinea corporis)"", 'for effective relief of itching, cracking, burning, scaling and discomfort']"
Lotrimin,Jock Itch/Antifungal Products,47%,946812,445001.64,Butenafine hydrochloride 1%, antifungal,"['cures most jock itch', 'relieves itching, burning, cracking, and scaling which accompany this condition']"
Tinactin,Jock Itch/Antifungal Products,8 %,946812,75744.96,Tolnaftate 1%, antifungal,"[""proven clinically effective in the treatment of most athlete's foot (tinea pedis) and ringworm (tinea corporis)"", ""helps prevent most athlete's foot with daily use"", 'for effective relief of itching, burning and cracking']"
Tinactin,Jock Itch/Antifungal Products,8 %,946812,75744.96,Tolnaftate 1%, antifungal,"['cures most jock itch (tinea cruris)', 'for effective relief of itching, chafing and burning']"
Tinactin,Jock Itch/Antifungal Products,8 %,946812,75744.96,Tolnaftate 1%, antifungal,"[""proven clinically effective in the treatment of most athlete's foot (tinea pedis) and ringworm (tinea corporis)"", ""helps prevent most athlete's foot with daily use"", 'for effective relief of itching, burning, and cracking']"
Fungicure,Fungal Nail Management,15%,490099,73514.85,Tolnaftate 1% w/w, Antifungal,"[""athlete's foot (tinea pedis)"", 'ringworm (tinea corporis)']"
Fungicure,Fungal Nail Management,15%,490099,73514.85,Clotrimazole 1% w/v, Antifungal,"[""athlete's foot (tinea pedis)"", 'ringworm (tinea corporis)', 'jock itch (tinea cruris)']"
Lotrimin,Athlete's Foot/Antifungal Products,41%,745876,305809.16,Miconazole nitrate 2%, antifungal,"[""proven clinically effective in the treatment of most athlete's foot (tinea pedis), jock itch (tinea cruris) and ringworm (tinea corporis)"", 'for effective relief of itching, cracking, burning, scaling and discomfort']"
Lotrimin,Athlete's Foot/Antifungal Products,41%,745876,305809.16,Miconazole nitrate 2%,"[""proven clinically effective in the treatment of most athlete's foot (tinea pedis), jock itch (tinea cruris) and ringworm (tinea corporis)"", 'for effective relief of itching, cracking, burning, scaling and discomfort']",
Lotrimin,Athlete's Foot/Antifungal Products,41%,745876,305809.16,Clotrimazole 1%,"[""cures most athlete's foot, jock itch, and ringworm"", 'relieves itching, burning, cracking, scaling and discomfort which accompany these conditions']",
Tinactin,Athlete's Foot/Antifungal Products,8 %,745876,59670.08,Tolnaftate 1%, antifungal,"['cures most jock itch (tinea cruris)', 'for effective relief of itching, chafing and burning']"
Tinactin,Athlete's Foot/Antifungal Products,8 %,745876,59670.08,Tolnaftate 1%, antifungal,"[""proven clinically effective in the treatment of most athlete's foot (tinea pedis) and ringworm (tinea corporis)"", ""helps prevent most athlete's foot with daily use"", 'for effective relief of itching, burning, and cracking']"
Tinactin,Athlete's Foot/Antifungal Products,8 %,745876,59670.08,Tolnaftate 1%, antifungal,"[""proven clinically effective in the treatment of most athlete's foot (tinea pedis) and ringworm (tinea corporis)"", ""helps prevent most athlete's foot with daily use"", 'for effective relief of itching, burning and cracking']"
Thera-Gesic,"Topical Analgesics, Arthritis/Joint Pain",1 %,955236,9552.36,"Menthol 4%; Analgesic

	Methyl Salicylate 25%; Counterirritant

	 ","['arthritis', 'simple backaches', 'strains', 'bruises', 'sprains']",
Thera-Gesic,"Topical Analgesics, Arthritis/Joint Pain",1 %,955236,9552.36,"Menthol 1%; Analgesic

	Methyl Salicylate 15%; Counterirritant

	 ","['arthritis', 'simple backaches', 'strains', 'bruises', 'sprains']",
Biofreeze,"Topical Analgesics, Arthritis/Joint Pain",29%,955236,277018.44,Menthol USP 4%,"['arthritis', 'backache', 'strains', 'sprains']",
Biofreeze,"Topical Analgesics, Arthritis/Joint Pain",29%,955236,277018.44,Natural Menthol USP 10%,"['arthritis', 'backache', 'strains', 'sprains']",
Biofreeze,"Topical Analgesics, Arthritis/Joint Pain",29%,955236,277018.44,Menthol USP 4%,"['arthritis', 'backache', 'strains', 'sprains']",
Zostrix,"Topical Analgesics, Arthritis/Joint Pain",4 %,955236,38209.44,Capsaicin 0.075%, Topical Analgesic,"['strains', 'sprains', 'bruises', 'arthritis']"
Zostrix,"Topical Analgesics, Arthritis/Joint Pain",4 %,955236,38209.44,Capsaicin 0.025%, Topical Analgesic,"['strains', 'sprains', 'bruises', 'arthritis']"
Tiger Balm,"Topical Analgesics, Arthritis/Joint Pain",3 %,955236,28657.08,"Methyl Salicylate 10%; Topical Analgesic

	Menthol 3%; Topical Analgesic

	 ",,
Tiger Balm,"Topical Analgesics, Arthritis/Joint Pain",3 %,955236,28657.08,"Camphor 80mg / patch; Topical Analgesic

	Menthol 24mg / patch; Topical Analgesic

	Capsicum Extract 16mg / patch; Topical Analgesic

	 ",,
Tiger Balm,"Topical Analgesics, Arthritis/Joint Pain",3 %,955236,28657.08,"Camphor 11%; Topical Analgesic

	Menthol 8%; Topical Analgesic

	 ",,
Tiger Balm,"Topical Analgesics, Arthritis/Joint Pain",3 %,955236,28657.08,"Camphor 11%; Topical Analgesic

	Menthol 11%; Topical Analgesic

	 ",,
Salonpas,"Topical Analgesics, Arthritis/Joint Pain",10%,955236,95523.6,"Menthol 3%; Topical Analgesic
Methyl salicylate 10% (NSAID, nonsteroidal anti-inflammatory drug); Topical Analgesic","['arthritis', 'sprains', 'strains', 'bruises', 'simple backache']",
Salonpas,"Topical Analgesics, Arthritis/Joint Pain",10%,955236,95523.6,"Menthol 7%; Topical Analgesic
Methyl Salicylate 15%; Topical Analgesic","['simple backache', 'arthritis', 'strains', 'bruises', 'sprains']",
Capzasin,"Topical Analgesics, Arthritis/Joint Pain",12%,955236,114628.32,Capsaicin 0.025%, topical analgesic,"['arthritis', 'simple backache', 'muscle strains', 'sprains', 'bruises', 'cramps']"
Capzasin,"Topical Analgesics, Arthritis/Joint Pain",12%,955236,114628.32,Capsaicin 0.1%, topical analgesic,"['arthritis', 'simple backache', 'strains', 'sprains', 'bruises']"
Capzasin,"Topical Analgesics, Arthritis/Joint Pain",12%,955236,114628.32,Capsaicin 0.15%, topical analgesic,"['arthritis', 'simple backache', 'muscle strains', 'sprains', 'bruises', 'cramps']"
Capzasin,"Topical Analgesics, Arthritis/Joint Pain",12%,955236,114628.32,Capsaicin 0.035%, topical analgesic,"['arthritis', 'simple backache', 'strains', 'sprains', 'bruises']"
Australian Dream,"Topical Analgesics, Arthritis/Joint Pain",1 %,955236,9552.36,Histamine Dihydrochloride 0.050%, topical analgesic,
Australian Dream,"Topical Analgesics, Arthritis/Joint Pain",1 %,955236,9552.36,Histamine dihydrochloride 0.025%, external analgesic,
Bengay,"Topical Analgesics, Arthritis/Joint Pain",11%,955236,105075.96,Menthol 5%, topical analgesic,"['temporarily relieves minor aches and pains of muscles and joints associated with:\r\n\t\t\n\r\n\t\t\t\tsimple backache\n\r\n\t\t\t\tarthritis\n\r\n\t\t\t\tstrains\n\r\n\t\t\t\tbruises\n\r\n\t\t\t\tsprains', 'simple backache', 'arthritis', 'strains', 'bruises', 'sprains']"
Bengay,"Topical Analgesics, Arthritis/Joint Pain",11%,955236,105075.96,"Camphor 4%; Topical analgesic

	Menthol 10%; Topical analgesic

	Methyl salicylate 30%; Topical analgesic

	 ","['simple backache', 'arthritis', 'strains', 'bruises', 'sprains']",
Bengay,"Topical Analgesics, Arthritis/Joint Pain",11%,955236,105075.96,"Menthol 8%; Topical analgesic

	Methyl salicylate 30%; Topical analgesic

	 ","['simple backache', 'arthritis', 'strains', 'bruises', 'sprains']",
Bengay,"Topical Analgesics, Arthritis/Joint Pain",11%,955236,105075.96,"Menthol 10%; Topical analgesic

	Methyl salicylate 15%; Topical analgesic

	 ","['simple backache', 'arthritis', 'strains', 'bruises', 'sprains']",
Bengay,"Topical Analgesics, Arthritis/Joint Pain",11%,955236,105075.96,Menthol 5%, topical analgesic,"['simple backache', 'bruises', 'arthritis', 'sprains', 'strains']"
Bengay,"Topical Analgesics, Arthritis/Joint Pain",11%,955236,105075.96,Menthol 5%, topical analgesic,"['simple backache', 'arthritis', 'strains', 'bruises', 'sprains']"
Ivarest,Topical Poison Ivy/Oak Remedies,7 %,645101,45157.07,"Calamine 14.0 % (w/w); Skin protectant
Benzyl Alcohol 10.5 % (w/w); External analgesic
Diphenhydramine Hydrochloride 2.0 % (w/w); External analgesi","['for the temporary relief of pain and itching associated with poison ivy, poison oak, poison sumac, insect bites or minor skin irritations.', 'dries the oozing and weeping of poison:\r\n\t\t\n\r\n\t\t\t\tivy\n\r\n\t\t\t\toak\n\r\n\t\t\t\tsumac', 'ivy', 'oak', 'sumac']",
Ivarest,Topical Poison Ivy/Oak Remedies,7 %,645101,45157.07,"Pramoxine HCl 1.0% (w/w)
Zinc Acetate 0.12 % (w/w)","['for the temporary relief of pain and itching associated with poison ivy, poison oak, poison sumac, insect bites or minor skin irritations.', 'dries the oozing and weeping of poison:\r\n\t\t\n\r\n\t\t\t\tivy\n\r\n\t\t\t\toak\n\r\n\t\t\t\tsumac', 'ivy', 'oak', 'sumac']",
Caladryl,Topical Poison Ivy/Oak Remedies,15%,645101,96765.15,,,
Caladryl,Topical Poison Ivy/Oak Remedies,15%,645101,96765.15,,,
Ivy-Dry,Topical Poison Ivy/Oak Remedies,12%,645101,77412.12,"Benzyl Alcohol 10%; External Analgesic
Camphor 0.6%; External Analgesic
Menthol 0.4%; External Analgesic",,
Ivy-Dry,Topical Poison Ivy/Oak Remedies,12%,645101,77412.12,"Benzyl Alcohol 10%; External Analgesic
Camphor 0.5%; External Analgesic
Menthol 0.25%; External Analgesic",,
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,,,
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,Hydrocortisone 1%, Anti-itch,"['temporarily relieves itching associated with minor skin irritations, inflammation, and rashes due to:\r\n\t\t\n\r\n\t\t\t\teczema\n\r\n\t\t\t\tpsoriasis\n\r\n\t\t\t\tpoison ivy, oak, sumac\n\r\n\t\t\t\tinsect bites\n\r\n\t\t\t\tdetergents\n\r\n\t\t\t\tjewelry\n\r\n\t\t\t\tcosmetics\n\r\n\t\t\t\tsoaps\n\r\n\t\t\t\tseborrheic dermatitis\xc2\xa0\n\r\n\t\t\t\ttemporarily relieves external anal and genital itching\n\r\n\t\t\t\tother uses of this product should only be under the advice and supervision of a doctor', 'eczema', 'psoriasis', 'poison ivy, oak, sumac', 'insect bites', 'detergents', 'jewelry', 'cosmetics', 'soaps', 'seborrheic dermatitis\xc2\xa0', 'temporarily relieves external anal and genital itching', 'other uses of this product should only be under the advice and supervision of a doctor']"
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,Hydrocortisone 1%, anti-itch,"['temporarily relieves the itching and discomfort associated with minor skin irritations, inflammation and rashes', 'other uses of this product should only be under the advice and supervision of a doctor']"
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,,,
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,Hydrocortisone 1%, anti-itch,"['temporarily relieves the itching and discomfort associated with minor skin irritations, inflammation and rashes', 'other uses of this product should only be under the advice and supervision of a doctor']"
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,Hydrocortisone 1%,"['temporarily relieves itching and discomfort associated with minor skin irritations, inflammation and rashes due to poison ivy, poison oak and poison sumac.']",
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,Hydrocortisone 1%, Anti-itch,"['temporarily relieves the itching and discomfort associated with minor skin irritations,\xc2\xa0rashes, and inflammation, and due to eczema', 'other uses of this product should only be under the advice and supervision of a doctor']"
Cortizone-10,Topical Poison Ivy/Oak Remedies,24%,645101,154824.24,Hydrocortisone 1%, anti-itch,"['temporarily relieves itching associated with minor skin irritations, inflammation, and rashes due to:\r\n\t\t\n\r\n\t\t\t\teczema\n\r\n\t\t\t\tpsoriasis\n\r\n\t\t\t\tjewelry\n\r\n\t\t\t\tinsect bites\n\r\n\t\t\t\tdetergents\n\r\n\t\t\t\tseborrheic dermatitis\xc2\xa0\n\r\n\t\t\t\tcosmetics\n\r\n\t\t\t\tsoaps\n\r\n\t\t\t\tother uses of this product should only be under the advice and supervision of a doctor', 'eczema', 'psoriasis', 'jewelry', 'insect bites', 'detergents', 'seborrheic dermatitis\xc2\xa0', 'cosmetics', 'soaps', 'other uses of this product should only be under the advice and supervision of a doctor']"
Tecnu,Topical Poison Ivy/Oak Remedies,9 %,645101,58059.09,"Grindelia robusta 3X; anti-itch/skin protection
Plantago major 4X; anti-itch/pain relieving/wound healing
Calendula officinalis 3X; wound healing/scar prevention",,
